"answer","id_nilai","pegawai_id_pegawai","ampu_id_ampu","semester_id_semester","quest_1","quest_2","quest_3","quest_4","quest_5","quest_6","quest_7","quest_8","quest_9","quest_10","author"
"Lebih Jelas lagi pak jelasinnya..........hehehe.....","107","117","15","20121","4","3","3","4","3","2","3","3","3","3","199"
"Dosen Menjelaskan Terlalu Cepat","108","117","15","20121","3","3","2","4","3","3","4","2","2","4","199"
"Dalam menjelaskan agak terlalu cepat, penilaian semoga menguntungkan siswa","109","117","15","20121","3","3","2","4","3","3","4","2","2","4","199"
"Lanjutkan dan tingkatkan kualitas pembelajaran jangan ngasih tugas yang susah-susah","110","117","15","20121","3","4","3","4","3","2","2","3","2","3","199"
"Cara mengajar dosen kurang dapat di pahami","111","117","15","20121","3","3","3","4","3","2","4","2","3","3","199"
"Memahami kemampuan mahasiswa dlm menerima materi","112","117","15","20121","4","4","3","4","3","3","4","3","3","4","199"
"Masih bingung dalam menerapkan program","114","117","15","20121","3","3","3","4","2","2","4","3","3","4","199"
"Lebih banyak lagi memeberi motivasi untuk mahasiswa, selalu tepat waktu","115","117","15","20121","4","4","4","4","3","2","3","4","4","3","199"
"Tepat waktu tidak pernah inhal, pemberian motivasi cukup membangun","116","117","15","20121","4","4","4","4","3","2","3","3","3","2","199"
"Selalu memberikan semangat belajar kepada para mahasiswa","117","117","15","20121","4","4","4","4","3","2","4","3","3","3","199"
"Dosen seharusnya lebih santai agar mahasiswa dapat mempelajarinya","118","110","2","20121","4","3","3","4","2","3","4","4","3","2","194"
"dengan ini saya sarankan kepada ibu guru agar mengajarnya tdk terlalu serius","120","110","2","20121","3","4","3","4","4","4","2","3","4","3","194"
"Ibu tolong terangkannya di kasi pelan-pean bu....","121","110","2","20121","3","4","3","4","3","3","4","2","4","4","194"
"Ibu sangat kreativ jadi dosen","122","110","2","20121","4","4","4","4","4","4","4","4","4","4","194"
"Jangan terlalu cepat memberikan penjelasan","123","110","2","20121","4","3","3","3","4","2","4","3","2","3","194"
"semangat!!","124","121","22","20121","4","4","4","4","3","2","3","3","3","3","196"
"Ibu harus lebih baik dan lebih baik lagi good luck....!","129","110","2","20121","4","4","3","4","3","2","3","3","3","3","194"
"Mengajarnya jangan terlalu cepat","131","121","22","20121","4","4","4","4","3","2","3","3","3","3","196"
"Tingkatkan","132","110","2","20121","3","3","3","4","4","2","3","2","3","3","194"
"Tingkatkan!!","133","121","22","20121","3","3","4","3","4","3","3","4","3","2","196"
"Lanjutkan","134","110","2","20121","4","4","4","4","3","3","3","4","4","4","194"
"Bagus mengajarnya dan tingkatkan","136","121","22","20121","4","4","4","4","4","4","4","4","4","4","196"
"Tugasnya jangan yang panjang-panjang bu !!","139","110","2","20121","4","4","4","4","3","2","3","3","3","3","194"
"Kurangi tugas","140","110","2","20121","3","3","3","3","3","3","1","3","3","3","194"
"Cocok jd dosen logika inform, lucu dan memberikan materi dgn sabar & jelas.","141","121","22","20121","4","4","4","4","4","3","2","4","4","3","196"
"Karena mata kuliah bhs ind. mungkin bagi kebanyakan mhs kurang begitu menarik bagi kalangan jurusan t. inf. khususnya maka lebih kepada berikan pertanyaan pada mhs","143","110","2","20121","4","3","3","4","3","1","4","4","3","3","194"
"Ibu jgn galak2 dong kalo lagi ngajar","145","121","22","20121","3","3","3","3","3","3","3","3","3","3","196"
"Asik perkuliannya, disiplin waktu","147","110","2","20121","4","3","4","4","3","4","1","4","3","3","194"
"Kasih banyak contoh bu !!","148","121","22","20121","3","3","3","3","3","2","2","3","3","3","196"
"Cara mengajar sudah cukup bagus, lebih ditingkatkan .....","150","110","2","20121","4","4","4","4","4","2","3","3","3","4","194"
"Tolong bu bagiin hasil UTS.","152","121","22","20121","4","4","4","4","4","2","4","4","4","4","196"
"Agar terus mengembangkan","153","110","2","20121","4","4","4","4","4","3","4","4","4","4","194"
"Jangan ngasih banyak tugas","154","110","2","20121","3","3","3","4","3","2","1","3","3","3","194"
"Punten, bagikan hasil ujian.","156","121","22","20121","4","4","4","4","4","4","3","4","4","4","196"
"Good !!","164","130","51","20121","3","3","3","4","3","2","3","3","3","3","194"
"Pengajarannya gak usah terburu2 ya.","165","121","22","20121","3","3","3","3","3","3","3","3","3","3","196"
"Lanjutkan....","166","130","51","20121","4","4","4","4","3","3","3","3","4","4","194"
"Tetap dipertahankan","167","130","51","20121","4","3","4","4","3","3","3","3","3","3","194"
"Bu tolong terangkannya pelan2.","169","121","22","20121","3","4","4","3","4","3","4","4","3","3","196"
"Kasihan sama mahasiswa bu....","170","130","51","20121","3","3","3","3","3","3","3","3","3","3","194"
"Memberikan contoh yg mudah dipahami.","173","121","22","20121","4","3","4","4","4","2","4","3","4","4","196"
"Ditingkatkan terus kualitas dosen pengajar agar akreditasinya naik  lus ciyuss lho","174","130","51","20121","3","3","2","4","4","2","2","2","2","2","194"
"Kalau menulis jangan terlalu cepat Bu, menjelaskannya juga terlalu cepat","175","130","51","20121","4","4","3","4","4","4","3","3","3","4","194"
"Logika cool.....","177","121","22","20121","4","4","4","4","4","4","2","4","4","4","196"
"Tambah humoris lagi dong Bu...!","180","130","51","20121","3","3","3","4","3","3","3","3","3","3","194"
"Good !!!","181","130","51","20121","4","4","4","4","3","2","2","3","4","3","194"
"Dosen yg cool... pokoknya..","182","121","22","20121","4","4","4","4","4","4","2","4","4","4","196"
"Ganbate - kudasai, Sensei","184","130","51","20121","4","4","4","4","4","3","2","3","4","4","194"
"Tingkatkan lagi prestasinya.","185","121","22","20121","3","3","2","3","4","2","3","3","2","4","196"
"Joss !! Getar , membahana badai..","186","130","51","20121","4","4","4","4","4","3","3","4","4","4","194"
"Maju terus !!!","187","130","51","20121","4","4","3","4","3","2","3","3","3","3","194"
"Getar membahana badai gelombang !!","190","130","51","20121","3","4","3","4","3","4","2","3","4","4","194"
"Tingkatkan","191","130","51","20121","4","4","4","4","4","3","3","3","3","3","194"
"Ciyus...","193","130","51","20121","3","3","3","3","3","3","3","3","3","3","194"
"Best Dosen 2012 !","194","130","51","20121","4","4","4","4","4","4","4","3","4","3","194"
"Keep Istiqomah dalam menjalankan amanah sebagai seorang dosen.","195","130","51","20121","4","4","4","4","4","4","4","4","4","4","194"
"Sangat baik cara mengajarnya.","196","121","22","20121","4","4","4","4","4","4","4","4","4","4","196"
"Soal ujian akhirnya jangan susah-susah yaa bu...","199","130","51","20121","3","3","3","3","3","3","3","3","3","3","194"
"Tetap ngajar di uad.","203","121","22","20121","4","4","4","4","2","4","3","4","4","4","196"
"semangat buu","204","130","51","20121","4","4","4","4","4","4","4","4","4","4","194"
"Lanjutkan....","205","130","51","20121","4","4","3","3","3","3","2","3","3","4","194"
"Cukup baik bu... terimakasih","207","130","51","20121","4","4","4","4","4","4","4","4","4","3","194"
"Cemungut...","208","121","23","20121","4","4","3","4","3","2","4","3","3","3","196"
"Tolong Penjelasannya thd soal lbh jelas dan banyak.","209","121","23","20121","4","3","3","3","3","2","2","2","2","1","196"
"Berikan lebih banyak contoh.","210","121","23","20121","4","3","3","4","4","2","4","3","3","2","196"
"Siip keren","211","125","33","20121","3","4","4","4","4","4","4","4","4","4","195"
"Dijelaskan dg praktiknya, spt maple, raptor, dll dlm mengajar.","212","121","23","20121","4","4","4","4","3","2","2","4","3","4","196"
"Tetap semangat ngajarnya","213","125","33","20121","4","4","4","4","4","4","4","4","4","4","195"
"Penyampaian materi di dlm kelas jgn terlalu cepat. ada bbrp mhs yg kurang bisa menangkap materi.","214","121","23","20121","4","4","4","4","4","3","3","3","3","3","196"
"Sangat memberi motivasi","215","125","33","20121","4","4","4","4","4","4","4","4","4","4","195"
"Penyampaian materi sudah cukup baik.","216","121","23","20121","4","4","3","4","3","4","3","3","3","2","196"
"Jgn terlalu cepat, krn kadang mhs kurang memahami","217","121","23","20121","4","3","3","4","2","1","2","3","3","2","196"
"Tetap","218","121","23","20121","4","4","3","4","3","2","3","3","3","3","196"
"Cara mengajarnya bisa Masuk","219","125","33","20121","4","4","4","4","4","4","4","4","4","4","195"
"Penyampaian materi mohon diperjelas, usahakan agar mhs cepat menagkap apa yg disampaikan","223","144","102","20121","3","3","2","4","2","1","1","2","2","2","194"
"bikin gak mood !!","228","144","102","20121","1","2","1","1","1","1","1","1","1","1","194"
"Bosen...","230","144","102","20121","2","2","2","2","2","2","2","2","2","2","194"
"Gak asik banget","231","144","102","20121","1","1","1","1","1","2","2","1","1","1","194"
"Materi gak jelas","232","144","102","20121","1","2","1","2","1","1","1","2","1","1","194"
"Kurang jelas dalam menyampiakan materi","233","144","102","20121","2","2","2","3","2","1","2","2","2","2","194"
"Bikin ngantuk","235","144","102","20121","3","2","2","2","3","1","2","2","2","2","194"
"Kurang jelas dalam menerangkan materi sehingga bikin bete","236","144","102","20121","3","2","2","2","2","1","1","2","1","1","194"
"No komen !!! Instrospeksi","238","144","102","20121","2","2","1","2","1","1","1","1","1","1","194"
"Diet donk...!","240","144","102","20121","2","2","2","3","3","2","1","2","1","2","194"
"Dosen nggak jelas","243","144","102","20121","1","1","1","1","1","1","1","1","1","1","194"
"Tetap semangat & tetap tersenyum.","245","121","23","20121","2","3","3","2","3","3","3","3","3","3","196"
" penggantikuliah yg kosong jangan tgl 31 desember  mau dolan kita semua....","246","144","102","20121","4","3","4","4","3","2","2","2","2","3","194"
"oke","247","125","33","20121","4","4","4","4","4","4","4","4","4","4","195"
"Bikin males alias ngantuk","249","144","102","20121","2","2","1","3","2","1","3","1","2","1","194"
"Top banget","250","125","33","20121","4","4","4","4","4","3","4","4","4","4","195"
"sadis !!!","251","144","102","20121","1","2","1","2","1","1","2","1","2","2","194"
"Tambah pusing bahasa inggrisnya","252","144","102","20121","3","2","3","2","3","1","2","2","3","2","194"
"Bagus Lanjutkan Pak","254","125","33","20121","4","4","4","4","4","4","4","4","4","4","195"
"hancur dah...","255","144","102","20121","3","3","2","2","3","1","2","2","3","2","194"
"Terimakasih utk dosen Alin Tolong di tingkatkan","257","125","33","20121","4","4","4","4","4","4","4","4","4","3","195"
"elok","258","125","33","20121","4","4","4","4","4","4","4","4","4","4","195"
"lanjutkan Pak","260","125","33","20121","4","4","4","4","4","4","3","3","4","4","195"
"Dari pilihan saya , anda bisa menyimpulkan","261","144","102","20121","3","3","2","3","3","2","1","2","3","3","194"
"berikan contoh yg lebih banyak lagi","263","144","102","20121","3","2","3","3","3","2","2","2","2","3","194"
"terlalu sempurna untuk di komentari","265","125","33","20121","4","4","4","4","4","4","4","4","4","4","195"
"Mungkin untuk materi berbasa inggria lebih baik diterjemahkan untuk memudahkan mhs yg blm terlalu mahir bhs inggria","266","144","102","20121","3","3","4","4","4","3","4","3","4","3","194"
"Tingkatkan cara mengajarnya....","269","144","102","20121","3","3","3","3","3","2","2","3","3","3","194"
"saya sangat suka dengan cara mengajar bapak","270","125","33","20121","4","4","4","4","4","4","4","4","4","4","195"
"Perlu ditingkatkan agar lebih baik.","271","121","23","20121","4","4","3","4","3","2","4","3","3","3","196"
"Lanjutkan","272","144","102","20121","3","3","3","3","3","2","2","3","3","3","194"
"Lanjutkan...!!","273","144","102","20121","3","3","3","4","3","2","4","3","3","2","194"
"Slalu gunakan metode belajar saat ini karena mhs.menyukainya","275","125","33","20121","4","4","4","4","4","4","4","4","4","4","195"
"Tingkatkan lagi....!!","276","144","102","20121","3","3","3","4","3","3","3","3","3","3","194"
"joos","278","125","33","20121","4","4","4","4","4","4","4","4","4","4","195"
"Penjelasan materi harap didetailkan dengancontoh-contoh yg mudah dimengerti","279","144","102","20121","3","3","3","3","3","3","3","3","3","3","194"
"Ibu itu kolok lg jelasin kita, ibu itu suka maksa dg kata lain kita belum setuju ibu sudah ya ya aja.","280","121","23","20121","3","3","3","2","3","2","1","2","2","1","196"
"Diusahakan tdk ada kuliah kosong, sehingga ada kuliah tambahan krn bagi saya kurang efektif kuliah malam hari.","281","121","23","20121","3","3","3","3","3","2","2","3","3","3","196"
"Terlalu ribet dlm menjelaskan suatu contoh.","284","121","23","20121","4","4","2","4","3","2","3","3","3","3","196"
"Cukup Susah dimengerti ketika menjelaskan suatu contoh.","285","121","23","20121","3","3","3","4","3","2","3","3","3","3","196"
"Mengerti pelajaran tetapi susah menjawab soal.","286","121","23","20121","3","4","4","3","3","2","2","3","3","2","196"
"Ditingkatkan lagi cara penjelasannya.","288","121","23","20121","4","3","3","4","2","2","3","3","4","4","196"
"Kalau bisa lebih ditingkatkan, karena sekarang sudah bagus. MUANTAP","289","176","152","20121","4","4","4","4","4","4","4","4","4","4","198"
"Mantap","290","176","152","20121","4","4","4","4","4","4","4","4","4","4","198"
"Cairkan suasana segingga kita tidak tegang","293","176","152","20121","4","4","4","4","3","4","4","3","4","4","198"
"Keren !!","294","176","152","20121","4","4","4","4","4","4","3","4","3","4","198"
"Tingkatkan lagi bu, kalau bisa menampilkan slidenya lebih lama... cemungud bu","296","176","152","20121","4","3","4","4","4","4","4","3","4","3","198"
"Sebaiknya menciptakan suasana yang menyenangkan sehingga tidak terlalu tegang dalam berlangsungnya perkuliahan.","297","176","152","20121","4","4","3","4","4","4","4","3","3","4","198"
"Buatlah suasana kelas menjadi enjoy saat perkuliahan berlangsung, karena sering kali kelas terasa tegang saat perkuliahan berlangsung sehingga materi mudah diterima mahasiswa dengan baik.","298","176","152","20121","4","4","3","4","4","4","3","3","4","4","198"
"Mungkin hanya terlalu cepat saja saat ibu mengajar, sebaiknya diperlambat supaya mahasiswa lebih mudah memahami materi","299","176","152","20121","4","4","3","4","4","4","4","3","3","4","198"
"Buatlah suasana kelas dalam perkuliahan menjadi enjoy, karena sering kali suasana kelas terasas tegang","300","176","152","20121","4","4","3","4","4","4","3","3","4","4","198"
"Cara menyampaikan materi bagus, tetapi agak membosankan","301","176","152","20121","4","3","3","4","3","4","4","3","4","4","198"
"Beri nilai yg terbaik bagi mhs biar cepat lulus","302","188","138","20121","4","4","4","4","4","4","4","4","4","4","194"
"Pilih yg terbaik untuk mhs tetap semangay untuk memberi nilai baik. Jangan menjadi musuh mhs","303","188","138","20121","4","4","4","4","4","3","2","4","4","4","194"
"Apabila mengajar suasananya jangan menegangkan dan apabila ditanyai mahasiswa menjawabnya jangan terlalu sadis","304","176","152","20121","4","4","3","3","4","4","4","3","3","3","198"
"Jadilah teman buat mhs agar mereka dapat bahagiagia","305","188","138","20121","4","4","4","4","4","4","4","4","4","4","194"
"Is the best pokoknya dosen wali yg paling baik","306","188","138","20121","4","4","4","4","4","3","1","4","4","4","194"
"kurang mengkondisikan kelas sehingga yg mudeng-mudeng banget yg enggak-enggak banget","308","188","138","20121","4","4","4","4","3","3","2","3","3","3","194"
"Buat suasana belajar lebih asik","310","176","152","20121","3","4","4","3","3","4","4","3","3","3","198"
"Good Job !","311","188","138","20121","4","4","3","4","3","4","4","4","4","3","194"
"Dalam Mengajar agak terlalu cepat mungkin bisa di perlambat sedikit supaya materi yang disampaikan tersampaikan kepada mahasiswa","313","176","152","20121","3","4","3","3","4","3","4","3","3","3","198"
"Sebaiknya ibu memberi bermacam-macam contoh sehingga kita tidak kebalik-balik dengan beragam soal. dan jangan selalu memperhatikan yang pintar-pintar terus.","314","176","152","20121","4","3","3","3","3","4","4","3","3","3","198"
"Lebih meningkatkan minat belajar mahasiswa, agar mahasiswa lebih mudah memahami.","315","176","152","20121","4","3","3","3","4","4","4","2","3","3","198"
"Jadikan suasana kelas jangan terlalu tegang sehingga dalam penyerapan materi dapat secara serius, santai.","316","176","152","20121","3","3","3","4","4","4","4","3","3","3","198"
"Mohon diperhatikan dalam pemberian soal saat UTS karena kemrin sampai bisa salah soal , bukankah dlm pembuatan soal ada pengechekan terlebih dahulu ??","317","188","138","20121","3","3","4","4","3","4","3","3","3","2","194"
"Dosen dalam mengajar sudah baik, akan tetapi dalam memberikan contoh kurang begitu banyak sehingga kurang memahami.","318","176","152","20121","3","3","3","3","4","4","4","3","3","3","198"
"Lanjutkan !!!","319","188","138","20121","4","4","4","4","3","3","4","4","4","4","194"
"Jangan membeda-bedakan mahasiswa yang satu dengan yang lainnya","321","176","152","20121","4","4","3","3","3","3","4","3","3","3","198"
"Suasana kelas dibuat santai, jangan menegangkan.","325","176","152","20121","3","3","3","4","3","4","4","3","3","3","198"
"Ok !!!","327","188","138","20121","4","4","4","4","4","4","4","4","4","4","194"
"Dosen memberikan materi dalam matakuliah cukup baik dan mudah untuk dimengerti, sehingga cukup untuk meningkatkan belajar para mahasiswa","328","176","152","20121","3","3","4","4","3","3","3","3","3","3","198"
"Tidak boleh pilih kasih","330","176","152","20121","4","3","3","3","3","4","4","2","4","4","198"
"No coment !! dosen ini layak !!","332","140","84","20121","4","4","4","4","3","3","4","3","3","4","199"
"Shipz","334","188","138","20121","3","3","3","3","3","3","3","3","3","3","194"
"Buat suasana yang menyenangkan dalam belajar, jangan membuat mahasiswa terlalu tegang","335","176","152","20121","4","4","3","3","3","4","2","2","3","3","198"
"Over all good performance !!","336","188","138","20121","4","4","4","4","3","3","3","3","4","3","194"
"Buat suasana dikelas menjadi nyaman dan menyenangkan saat kegiatan belajar, jangan membuat mahasiswa terlalu tegang.","340","176","152","20121","4","4","3","3","3","4","2","2","3","3","198"
"Beliau sebenarnya","342","176","152","20121","3","3","3","3","3","4","4","2","3","3","198"
"Akan lebih baik jika dalam perkuliahan diadakan diskusi, karena mata kuliah ini menyangkut etika dan penerapannya","343","140","84","20121","3","3","3","4","4","2","3","3","4","3","199"
"Jangan membeda-bedakan.","344","176","152","20121","4","3","3","3","3","3","3","2","3","3","198"
"Perkuliahan etika sudah efektif joss !!","345","140","84","20121","4","4","4","4","3","4","4","4","4","4","199"
"Saya tidak mengasih saran kepada ibu krn penjelasan ibu dan cara mengajar ibu sudah sangat baik","346","176","157","20121","4","4","4","4","4","4","4","4","4","4","194"
"Menjelaskan lebih menyeluruh","347","176","157","20121","3","4","3","4","4","3","3","3","3","3","194"
"Mohon untuk tidak terlambat !","348","140","84","20121","3","3","3","3","3","3","3","3","3","3","199"
"Ayoo bu tambah semangat biar mhs juga ikutan semangat","349","176","157","20121","4","4","3","4","4","4","4","3","3","4","194"
"baik dalam mengajar","351","176","157","20121","3","3","3","4","3","2","4","3","3","4","194"
"Dosen lebih tegas mengecek absensi ulang","352","140","84","20121","3","3","3","4","3","3","3","3","3","3","199"
"Lanjutkan.......","353","140","84","20121","4","4","4","4","4","4","4","4","4","4","199"
