"answer","id_nilai","pegawai_id_pegawai","ampu_id_ampu","semester_id_semester","quest_1","quest_2","quest_3","quest_4","quest_5","quest_6","quest_7","quest_8","quest_9","quest_10","author"
"Penjelasan materi diharapkan jangan terlalu cepat","426","176","157","20121","4","4","4","4","4","4","4","4","4","4","194"
"Selamat anda mendapat nilai 30","429","151","192","20121","3","3","3","3","3","3","3","3","3","3","199"
"Still Fine","430","151","192","20121","3","3","4","2","4","2","4","3","4","3","199"
"sudah cukup baik","431","176","157","20121","4","4","4","4","4","3","4","4","4","4","194"
"Sudah cukup baik hanya perlu ditingkatkan lagi agar lebih baik","432","176","157","20121","4","4","3","4","4","4","4","4","3","4","194"
"Perbaiki kekurangan  pertahankan yang baik","434","176","157","20121","4","4","4","4","4","3","4","3","4","3","194"
"Lebih ditingkatkan lagi karena sekarang sdh bagus, good luck...","436","176","157","20121","4","4","4","4","4","4","4","4","4","4","194"
"sangat baik","438","176","157","20121","4","4","4","4","4","4","4","4","4","4","194"
"Good job ","440","176","157","20121","3","4","4","4","4","4","4","3","3","3","194"
"mantap...!!!","441","176","157","20121","4","4","4","4","4","4","4","4","4","4","194"
"semangat ibu dan tambah semangat dan terimakasih","442","176","157","20121","4","4","4","4","4","4","4","4","4","4","194"
"sangat menyenangkan Bu, suasana kelas menjadi lebih tenang tapi tetap serius dan mengasyikkan ....","443","176","157","20121","4","4","4","4","4","4","4","4","4","4","194"
"Perfect !!!","444","177","174","20121","4","4","4","4","4","4","4","4","4","4","194"
"Pak UAS nya tolong open book ya ??","446","177","174","20121","4","4","4","4","4","3","4","4","4","3","194"
"Nyalon jadi kaprodi aja Pak / open book","451","177","174","20121","4","4","4","4","4","3","4","3","4","4","194"
"Lanjutkan Pak!!","452","133","58","20121","3","4","4","4","4","4","4","3","3","3","196"
"Alhamdulillah bagus.","454","133","58","20121","4","4","4","4","4","2","4","2","2","3","196"
"Sangat menarik dengan wejangan-wejangandari bapak, yang neginspirasi. Terimakasih untuk kesabaran bapak membimbing angkatan 2011","455","175","158","20121","4","4","4","4","4","4","4","4","4","4","198"
"Pada saat menjelaskan saya minta bapak untuk menjelaskan secara pelan-pelan","457","175","158","20121","4","4","4","4","4","4","4","4","4","4","198"
"Sedikit Ngantuk pak..","460","133","58","20121","4","4","4","4","4","2","4","2","3","3","196"
"Contoh mengaplikasian dalam kehidupan sehari-hari!","463","175","158","20121","4","4","3","4","4","4","4","4","4","4","198"
"Penjelasan tentang contoh soalnya pak...","467","175","158","20121","4","4","4","4","4","3","4","3","4","4","198"
"Tingkatkan lagi proses mengajar, agar mahasiswa","471","175","158","20121","4","4","4","3","4","3","4","3","4","4","198"
"Good Job Pak. Tambah guyonan ya pak kalo kuliah biar gak ngantuk","483","175","158","20121","4","4","3","4","4","4","3","4","3","3","198"
"Penjelasan Materi dan contoh-contoh soal terlalu cepat menjelaskannya, sehingga kurang dimengerti","490","175","158","20121","3","4","4","4","4","4","4","3","3","3","198"
"Kalau senin pagi, jangan jam 7 pas dong pak mulainya setengah 8 kek.","499","136","75","20121","4","3","3","4","3","3","4","2","3","3","199"
"Kurang Praktek","500","133","58","20121","4","4","4","4","4","2","3","4","3","3","196"
"Menjelaskan dengan mengitung ulang contoh yang ada/dijelaskan cara mengerjakan soal.","501","175","158","20121","4","4","3","4","4","4","4","2","3","3","198"
"Terimakasih bapak yang telah ............","502","175","169","20121","4","4","3","3","4","3","3","3","3","4","194"
"ditambahkan permainan-permainan yang menarik pak.","503","175","158","20121","3","4","3","4","4","3","4","3","3","4","198"
"Untuk kedepannya soalnya jangan susah-susah ya pak","504","175","169","20121","4","4","4","4","4","4","4","4","4","4","194"
"Pak soalnya jangan susah-susah ya ??","507","175","169","20121","4","4","4","4","4","4","4","4","4","4","194"
"Lebih di jelaskan lagi dengan jelas dan mengerjakan soal bersama.","513","175","158","20121","4","3","3","3","4","3","4","3","3","3","198"
"Agar dipertegas dalam mengajar","514","175","158","20121","3","4","3","3","4","3","3","3","2","4","198"
"Lebih semangat lagi dalam proses belajar-mengajar sehingga mahasiswanya juga ikutan semangat ya pak....","516","175","158","20121","4","3","2","4","4","3","3","2","2","4","198"
"Cara mengajarnya perlu diperbaiki lagi pak biar bisa menambah semangat belajar.","517","175","158","20121","3","3","2","4","3","3","4","2","3","4","198"
"Mohon dimengerti mhs kalo memang ga paham jgn dipaksa lgsg paham dgn sesingkat ini","519","132","54","20121","2","2","1","1","3","3","4","1","1","1","194"
"Lanjutkan Kedisiplinan bapak moga"" mahasiswa bisa mengikuti kedisiplinan yang bapak terapkan dikehidupan bapak","521","136","75","20121","3","3","3","4","3","2","4","3","3","3","199"
"metode pembelajaran yang kurang baik","525","132","54","20121","3","4","2","3","4","4","4","1","2","4","194"
"jangan bolos kami sudah bayar.","526","129","185","20121","3","3","3","3","3","3","2","2","2","2","196"
"Lbh disiplin waktu perkuliahan, jika memang merencanakan jam kosong, hrp ngabari, agar mhs tdk sia2 dikampus.","530","129","185","20121","3","3","3","4","3","2","2","2","2","2","196"
"Sebaiknya dosen mengembalikan tugas yg telah dikoreksi kpd mhs, agar mhs dpt mengetahui materi2 yg belum dikuasasi.","535","129","185","20121","3","3","3","4","3","2","2","3","3","3","196"
"metode mengajar paling buruk yg pernah ada di dunia Forum diskusi antar mhs tidak akan berpengaruh karena pengetahuan rata2 sama . Pesen harusnya menyajikan materi terlebih dahulu baru membuka forum diskusi","542","132","54","20121","2","1","1","3","4","4","4","1","2","1","194"
"Mohon utk menampilkan contoh materi yg real agar mhs dpt secara mudah memahami. dan mhn berikan referensi spy kami bisa lebih mengejar materi yg serupa & berhub.","547","129","185","20121","3","3","4","3","4","1","2","3","3","3","196"
"Suka...!","548","134","61","20121","4","4","4","4","4","4","4","4","4","4","198"
"Saya harap agar memahami mhs yg terbatas berpikir bukan hanya ada struktur data yg ada tugas yg juga perlu !!!","549","132","54","20121","2","1","1","1","3","4","4","1","1","1","194"
"Penyampaian materi yg sering tdk dimengerti, pemberian contoh yg jelas.","551","129","185","20121","3","3","2","2","2","1","2","2","2","2","196"
"Terus tingkatkan, tapi kalau mengajar jangan terlalu cepat...!!!","552","134","61","20121","3","4","3","4","4","3","4","3","3","3","198"
"Mohon utk menjelaskan materi yg ada dgn jelas krn mhs kurang begitu paham.","553","129","185","20121","3","3","3","3","2","2","3","3","1","2","196"
"Dalam menerangkan materi perkuliahan dimohon untuk tidak terlalu cepat..!!","554","134","61","20121","3","4","3","4","4","2","4","3","3","3","198"
"Semangat","557","134","61","20121","4","3","3","4","3","3","3","3","3","3","198"
"No Coment !!!","559","134","61","20121","3","3","3","4","3","4","2","3","4","3","198"
"Lebih banyak diberikan latihan soal.","561","129","185","20121","3","3","3","3","3","2","2","2","2","2","196"
"Semangat diajar bu el...","562","134","61","20121","3","3","3","4","3","4","2","3","4","3","198"
"Semangat 45 pak","565","136","75","20121","3","3","3","3","4","2","4","3","3","3","199"
"Terlalu disiplin bikin mahaiswa mudah bosan","566","134","61","20121","3","3","3","4","3","4","2","3","3","3","198"
"tingkatkan","567","130","64","20121","3","3","4","4","4","2","4","3","3","3","194"
"Lanjutkan, kuasai kelas dengan baik.","568","134","61","20121","3","3","3","3","3","3","3","3","3","3","198"
"Klu memang tdk  bisa datang harap menghubungi ketua kelas, sehingga kami tdk hrs menunggu tanpa kejelasan.","569","129","185","20121","3","3","3","4","3","2","2","2","3","2","196"
"Lanjutkan !!!","570","134","61","20121","3","3","3","3","3","4","3","3","2","3","198"
"Bingung dosennya ganti-ganti Tapi tidak apa-apa asal nilai mantap Kalau bisa dosennya ynag menetap !!!","579","130","64","20121","4","4","3","3","2","2","3","3","2","3","194"
"ngantuk buuu....","580","130","64","20121","3","3","3","3","3","1","3","3","3","3","194"
"kecerdasan buatan kelas D dosennya kurang banyak !!!!","582","130","64","20121","3","3","3","1","4","2","4","2","2","4","194"
"jangan terlalu banyak paki dosen cadangan","583","130","64","20121","3","3","3","4","3","1","2","3","3","3","194"
"Hak mhs menuntut kebijakan tanggung jawabnya membayar kuliah","585","130","64","20121","3","3","2","2","3","1","2","2","2","3","194"
"Dosennya jangan ganti-ganti !!!!!","586","130","64","20121","3","3","3","3","3","2","3","3","3","3","194"
"Pertahankan","591","134","61","20121","3","4","3","2","4","3","3","2","2","3","198"
"Cara mengatar terlalu cepat, terkadang mengerti terkadang tidak.","596","134","61","20121","3","3","2","3","3","2","4","2","3","3","198"
"Mohon jika menjelaskan materi diperjelas.","597","129","185","20121","3","3","1","3","3","1","2","2","3","2","196"
"Lanjutkan","598","134","61","20121","3","3","3","3","3","2","2","3","3","3","198"
"Perpaduan slide kurang menarik diperbaiki lagi","599","134","61","20121","3","3","3","3","2","2","3","3","3","3","198"
"Jangan terlalu cepat untuk menjelaskan materi","601","134","61","20121","3","3","2","4","3","1","3","2","3","3","198"
"No Comment","602","134","61","20121","3","4","3","2","3","2","2","3","2","3","198"
"Pelajaran Fisika kurang efektif jika menggunakan E-learning.","603","129","185","20121","3","3","3","4","3","1","2","3","3","4","196"
"Materi yg dijelaskan sudah baik, perbanyak soal-soal.","604","129","185","20121","4","4","4","4","4","4","4","4","4","3","196"
"No coment","607","130","64","20121","3","4","4","4","3","2","3","3","4","4","194"
"Sudah sangat jelas dan sangat menguasai materi dan dlm sistem perkuliahan.","609","129","185","20121","4","4","4","4","4","4","4","4","4","4","196"
"Jangan sering-sering ganti dosen, soalnya membuat mhs bingung mengikuti cara belajar dosen yg berbeda-beda","610","130","64","20121","3","3","3","4","3","4","2","3","2","3","194"
"Materinya terlalu banyak, Agak rumit dicerna....","611","110","4","20121","4","4","4","4","4","4","4","4","4","1","198"
"kurang disiplin ! penguasaan materi bagus","612","130","64","20121","1","3","3","1","1","3","1","3","3","1","194"
"Dosen sdh cukup profesional dalam bidang pengajaran mata kuliah ini.","613","129","185","20121","3","3","3","4","3","1","2","4","3","3","196"
"Untuk lebih berurutan dalam menyajikan materi kuliah agar meningkatkan minat belajar mahasiswa","616","110","4","20121","4","4","4","4","3","3","4","3","4","3","198"
