"answer","id_nilai","pegawai_id_pegawai","ampu_id_ampu","semester_id_semester","quest_1","quest_2","quest_3","quest_4","quest_5","quest_6","quest_7","quest_8","quest_9","quest_10","author"
"seharusnya dosen lebih menguasai kelas, agar tidak ada mahasiswa yang tidak mengerti materi kuliah lagi.","10132","183","587","20131","4","3","3","4","3","2","2","3","3","3","198"
"cara mengajar sudah OK, kalau ada tugas yang sudah selesai dikoreksi mohon dikembalikan ya pak","10133","183","587","20131","4","3","4","4","3","1","4","3","3","3","198"
"sebaiknya jika mahasiswa mengerjakan soal tetapi salah tetap di beri nilai walau cuma sedikit","10134","183","587","20131","4","4","3","3","3","1","2","2","2","2","198"
"Harus memberikan contoh2 materi kuliah yang lebih banyak","10135","117","493","20131","3","3","3","3","3","2","3","3","3","3","194"
"jangan terlalu menekan kepada mahaiswa tentang tugas","10136","183","587","20131","4","3","3","4","3","1","2","2","3","3","198"
"memberikan soal jangan yang banyak komanya bila dijawab","10137","183","587","20131","4","4","4","4","4","2","3","3","3","3","198"
"sebaiknya dalam menyampaikan materi tulisan-tulisan yang berbahasa inggris, di lengkapi dengan bahasa indonesianya sedikit agar mahasiswa mudah menyelesaikan","10138","183","587","20131","4","4","4","4","4","2","2","3","4","4","198"
"jangan pelit-pelit ngasih nilai","10139","183","587","20131","4","4","2","4","4","2","2","3","4","3","198"
"pak dosen lebih baik hati dalam memberikan nilai jangan pelit nilai","10140","183","587","20131","3","3","3","4","3","1","3","2","3","2","198"
"bapak masuk kelas tepat waktu, tapi mahasiswa yang telat lebih dari perjanjian bapak bolehin masuk, cara itu membuat mahasiswa menjadi malas dan beranggapan bapak kurang jelas.","10141","183","587","20131","4","4","3","4","4","2","2","3","4","4","198"
"lebih baik jika ada satu textbook yang jadi rujukan, misalnya bukunya halliday","10142","183","587","20131","4","4","3","4","3","4","4","3","4","2","198"
"tetap menjadi dosen yang baik dan dosen yang baik akan nilai untuk mahasiswanya","10143","183","587","20131","4","3","4","3","4","3","4","3","4","3","198"
"sebaiknya dosen mengembalikan tugas yang telah dikoreksi, agar dapat dibaca-baca sebelum ujian","10144","183","587","20131","3","4","4","4","4","2","3","3","3","3","198"
"cukup baik mendekati sangat baik","10145","183","587","20131","4","4","4","4","4","3","3","3","3","4","198"
"contoh soal lebih baik semuanya bahasa inggris agar lebih terbiasa dengan bahasa inggris","10146","183","587","20131","4","4","4","4","4","2","2","4","3","4","198"
"tolong lebih di jelaskan arti dari soal yang berbahasa inggris","10148","183","587","20131","3","3","2","4","3","1","4","2","2","3","198"
"penguasaan materi ibu sudah bagus, anmun penyampaiannya kurang nyampe ke mahasiswa","10149","174","629","20131","4","4","2","4","4","4","3","3","3","4","198"
"mengajarnya harus lebih penuh semangat agar mahasiswanya juga lebih semangat !","10150","174","629","20131","3","4","3","4","3","4","4","3","3","3","198"
"ibu jamil is the best teacher and profesional","10151","174","629","20131","4","4","4","4","4","4","2","3","4","4","198"
"perhatikan absen karena banyak yang sering nitip absen bu.","10152","174","629","20131","4","4","3","4","4","4","3","3","4","4","198"
"dalam mengoreksi lebih teliti dan gunakan lebih banyak contoh lagi","10153","174","629","20131","3","3","3","4","4","4","2","3","4","4","198"
"kalau menjelaskan jangan terlalu cepat-cepat ya bu.","10154","174","629","20131","3","3","3","4","3","4","2","3","3","3","198"
"dalam mengoreksi lebih teliti, lebih banyak contoh lagi","10155","174","629","20131","3","4","3","4","4","4","2","3","4","4","198"
"diharapkan tugas yang dikumpulkan dinilai dan diteliti mana yang benar dan mana yang salah","10156","174","629","20131","3","3","3","4","4","4","4","3","3","3","198"
"dalam menyampaikan teori masih terlalu cepat, tapi ibu bagus dalammengajar","10157","174","629","20131","3","3","3","4","4","4","4","3","3","3","198"
"diharapkan dalam menjelaskan materi tidak terlalu cepat","10158","174","629","20131","3","3","3","4","4","4","3","3","3","3","198"
"tambahkan ketegasan dalam menjelaskan materi","10159","174","629","20131","3","3","2","3","3","3","2","3","2","2","198"
"tolong ngajarnya jangan terlalu cepat bu.","10160","174","629","20131","4","4","4","4","4","3","3","4","3","3","198"
"ngajarnya jangan terlalu cepat","10161","174","629","20131","4","4","3","4","4","4","3","3","3","4","198"
"Dosen harus mempunyai cara mengajar yang baku, sesekali melakukan proses belajar mengajar di lab, jadi setelah diterangkan mhs bisa langsung praktik","10162","117","493","20131","4","4","4","4","3","3","2","3","3","3","194"
"ibu mengajarnya jangan terlalu cepat","10163","174","629","20131","4","4","4","4","4","4","4","3","3","3","198"
"Terlalu cepat mengajarnya dan sebaiknya contoh2 yang diberikan dipraktekkan bukan hanya teori saja","10164","117","493","20131","3","3","2","3","3","1","3","2","3","3","194"
"penilaian tidak memuaskan, cara penilaian dengan cara jawaban yang beda padahal maksud dan tujuan/hasil akhir sama tetapi nilai dikurangi. tidak ada kesepakatan cara menjawab/proses dalam matakuliah","10166","174","629","20131","3","3","3","2","3","4","3","2","3","3","198"
"Seharusnya dosen memulai dan mengakhiri perkuliahan tepat waktu dan saat memberi contoh sekalian harus di compile","10167","117","493","20131","3","3","3","3","4","2","2","3","3","3","194"
"dalam penilaian harus lebih jelas lagi... mengkhiri pelajaran tepat waktu","10168","174","629","20131","4","3","3","4","4","4","2","2","3","4","198"
"sebaiknya ibu menjelaskan materi lebih detail, jangan cepat-cepat, saya tidak paham","10169","174","629","20131","3","4","2","4","4","4","2","2","3","3","198"
"Seharusnya setiap contoh yang diberikan harus di compile, shg kita tahu contoh yg diberikan benar atau salah dan kita tahu dimana letak kesalahannya","10170","117","493","20131","3","4","3","3","4","1","3","3","4","3","194"
"ibu kalau mengoreksi nilai tes lebih jelas lagi point-pointnya","10171","174","629","20131","3","4","3","4","4","4","2","2","3","4","198"
"agar lebih santai lagi dalam memberikan materi perkuliahan dan lebih mengerti kondidi pemikiran siswa","10172","174","629","20131","3","3","2","4","4","4","2","3","4","4","198"
"memberi contoh soal lebih berfariasi lagi, menerangkan secara pelan-pelan","10173","174","629","20131","4","3","4","4","3","4","3","3","4","4","198"
"ibunya sering memberikan contoh-contoh dan tugas, perlu ditingkatkan lagi cara mengajarnya","10174","174","629","20131","4","3","4","4","3","4","4","4","4","4","198"
"Sesekali pembelajaran dilab biar kita bisa mempraktekkannya","10175","117","493","20131","4","4","4","4","3","2","2","3","4","3","194"
"cara mengajar ibu jamil sudah baik, ditambah dengan bimbingan-bimbingan yang diselenggarakan oleh ibu jamil. hanya saja harap memberikan contoh-contoh soal yang lebih bervariasi.","10176","174","629","20131","4","4","3","4","4","3","3","3","3","4","198"
"Penyampaian contoh dalam power point jangan terlalu cepat","10177","117","493","20131","3","4","3","4","3","2","4","3","3","3","194"
"saya berharap ibu lebih memperhatikan dan lebih detail dalam menjelaskan pelajaran dan melihat mahasiswa yang kurang mengerti.","10178","174","629","20131","3","4","3","4","4","4","3","4","4","3","198"
"Jangan terlalu banyak cerita  Pak , Pelajaran sering ketinggalan","10179","117","493","20131","4","3","4","3","3","2","2","3","4","3","194"
"Cara menjelaskan kurang saya mengerti kurang berbaur dengan mahasiswa , lebih kecseluruh kelas tidak per orang","10180","117","493","20131","3","3","2","4","3","2","3","2","3","3","194"
"lebih diperjelas lagi mengenai langkah-langkah penyelesaian soal, karena latar belakang siswa ada juga yang SMK, karena kebanyakan diperkuliahan ini lebih menjurus pada lulusan SMA","10181","174","629","20131","2","3","3","4","3","3","3","3","3","3","198"
"Contohkan dengan menggunakan Dev CPP sesuai dengan kondisi di lab.","10182","117","493","20131","3","4","3","4","4","3","3","4","3","3","194"
"Lebih banyakkan pada praktikum kalau teori tambah bikin bingung","10183","117","493","20131","3","4","3","3","3","2","2","3","3","3","194"
"sebaiknya ibu lebih memperjelas lagi cara penyampaian materi sehingga dapat dipahami lagi.","10184","174","629","20131","3","3","2","3","3","4","2","2","4","3","198"
"kami mohon supaya ibu tepat waktu untuk masuk ke ruangan supaya kami tidak menunggu lagi","10185","174","629","20131","4","4","3","4","4","4","2","3","4","4","198"
"jangan terlalu cepat waktu menerangkan, dan di perbanyak contoh dan tugas rumah","10186","174","629","20131","4","4","3","4","4","4","3","4","4","4","198"
"Mengajar saat perkuliahan jangan terlalu cepat dan harusnya bisa memberikan contoh2 program ditulis dari awal jadi kami tahu cara2 jangan kita hanya diperlihatkan contohnya saja dan jangan lupa untuk di compile","10187","117","493","20131","3","3","2","3","3","2","4","3","3","1","194"
