"answer","id_nilai","pegawai_id_pegawai","ampu_id_ampu","semester_id_semester","quest_1","quest_2","quest_3","quest_4","quest_5","quest_6","quest_7","quest_8","quest_9","quest_10","author"
"Monggo dilanjutkan pak lebih banyak contoh2 di kelas","4885","131","318","20122","4","4","4","4","4","4","4","4","4","4","195"
"Tingkatankan pak","4886","131","318","20122","4","4","4","3","3","3","4","4","4","4","195"
"Soal tugas jangan banyak-banyak ya Pak dan lebih banyak pembahasan soal bersama-sama Pak","4887","131","318","20122","4","4","3","4","3","4","4","3","3","3","195"
"Tugasnya dikurangi ya, Semangat pak, terus seperti ini Pak biar mahasiswa cepat paham","4888","131","318","20122","3","3","3","4","3","2","3","4","3","3","195"
"Suka cara ngajarnya tetap semangat","4889","131","318","20122","4","4","4","4","4","4","4","4","4","4","195"
" ","4890","131","318","20122","3","3","3","4","2","2","2","3","2","3","195"
"senang dengan cara mengajar bapak","4896","131","318","20122","4","4","4","4","4","4","4","4","4","4","195"
"Good Job","4898","122","304","20122","4","4","4","4","4","4","4","4","4","4","193"
"Lanjutkan ","4899","122","304","20122","4","4","4","4","4","4","4","4","4","4","193"
"Sangat menumbuhkan minat saya untuk berwirausaha","4905","122","304","20122","3","3","3","3","3","3","3","4","3","3","193"
"Ganbate","4906","122","304","20122","4","4","4","4","4","2","4","3","4","4","193"
"Lebih baik membiarkan masuk mahasiswa yang telat. Kasian pak :( ","4907","122","304","20122","3","3","3","3","3","3","3","3","3","3","193"
"Ok :) Boleh telat ya !!","4909","122","304","20122","3","3","3","3","3","3","3","3","3","3","193"
"Lanjutkan","4914","122","304","20122","4","4","3","4","4","2","3","3","3","2","193"
"Good job","4916","122","304","20122","4","3","4","3","4","2","4","4","3","3","193"
"Ok sip","4917","122","304","20122","3","3","3","4","3","2","3","3","3","3","193"
"Ok","4922","122","304","20122","3","3","3","3","3","3","3","3","3","3","193"
":)","4926","122","304","20122","3","3","3","3","3","3","3","4","4","4","193"
"Alhamdulillah menjelaskan perkuliahannya cukup bagus","4929","134","266","20122","4","4","3","4","4","3","4","3","3","3","193"
"Tingkatkan ","4931","134","266","20122","3","4","4","4","4","3","3","3","3","3","193"
"Makasih ibuk ","4933","134","266","20122","3","3","3","4","3","3","4","3","3","3","193"
"Cukup paham :)","4935","134","266","20122","4","4","4","4","3","3","3","4","3","3","193"
"cukup dimengerti","4936","134","266","20122","4","4","4","4","4","4","3","3","3","4","193"
"Pertahankan cara mengajar dan lebih ditingkatkan lagi","4937","134","266","20122","4","4","3","4","4","4","3","3","3","3","193"
"Tetap konsisten","4939","134","266","20122","4","4","4","4","4","4","4","4","4","4","193"
"Saya susah untuk menyerap matkulnya, terus juga terlalu cepat ngajarnya","4940","134","266","20122","3","3","3","3","3","3","3","3","3","3","193"
"Jangan pelit nilai","4941","134","266","20122","3","3","3","3","3","3","3","3","3","3","193"
"Tetap sabar ya","4942","134","266","20122","4","4","4","4","4","4","4","4","4","4","193"
"sipp dah","4947","134","266","20122","4","3","4","3","4","3","4","3","4","3","193"
"Ibu dosen bisa membuat suasana belajar kalkulus agar lebih menarik","4948","134","266","20122","4","4","4","4","4","3","4","3","4","4","193"
"Excelent","4956","134","266","20122","3","3","4","4","3","3","3","3","3","3","193"
"Pas banget","4957","137","295","20122","4","4","4","4","4","4","4","4","4","4","193"
"capcus cin","4959","137","295","20122","3","3","2","4","2","2","2","1","2","3","193"
"yuk","4960","137","295","20122","3","3","2","4","2","3","2","2","2","4","193"
"Cara menjelaskannya tolong diperjelas","4961","137","295","20122","3","3","3","3","3","1","3","3","2","3","193"
"Slidenya kebanyakan pak hehehe.. Sekali-kali pembelajaran lewat video..","4964","137","295","20122","3","4","3","3","4","2","4","3","3","4","193"
"sipph","4965","137","295","20122","3","3","3","2","4","4","3","3","2","3","193"
"Tingkatkan","4966","137","295","20122","4","4","4","4","4","4","3","3","3","4","193"
"Tolong kalau ngasih tugas yang jelas","4969","137","295","20122","3","3","3","3","3","2","2","2","2","3","193"
"Cuma membaca slide terus","4972","137","295","20122","3","3","2","3","3","3","4","3","3","3","193"
"Lanjutkan","4973","137","295","20122","4","4","4","4","4","3","3","3","4","4","193"
"Keep Teaching","4974","137","295","20122","4","4","4","4","4","1","2","3","3","4","193"
"Tingkatkan , Jangan banyak tugas","4975","137","295","20122","3","3","3","3","3","3","3","3","3","3","193"
"Terlalu banyak tugas pak","4976","137","295","20122","4","3","3","3","3","3","3","3","3","3","193"
"Dosennya asik mengajar, is beautiful teacher","4987","121","280","20122","4","4","4","4","4","4","4","4","4","4","193"
"ok ! yes !","4993","121","280","20122","4","3","4","4","3","3","4","3","3","3","193"
"cukup","4995","121","280","20122","3","3","3","3","3","3","3","3","3","3","193"
"Pelit nilai","5001","121","280","20122","4","4","4","4","4","4","4","4","4","4","193"
"Tetap semangat","5004","121","280","20122","4","4","4","4","4","4","4","4","4","4","193"
":)","5005","121","280","20122","4","4","4","4","4","4","4","4","4","4","193"
"tetap semangat","5006","121","280","20122","4","4","4","4","4","4","4","4","4","4","193"
"Tidak dapat memahami materi yang disampaikan oleh dosen dan tolong tugas bisa dikembalikan pada mahasiswa","5009","121","280","20122","4","3","3","3","3","1","2","2","2","3","193"
"Jangan pelit nilai, nilai secara obyektif","5010","121","280","20122","3","4","3","4","3","4","4","3","3","4","193"
"Terlalu membosankan untuk matkul ini di jam siang, pelit nilai","5011","121","280","20122","2","2","2","2","2","2","2","2","2","2","193"
"Cara mengajarnya terlalu serius, hingga kami menjadi takut dan kadang gugup","5015","132","252","20122","4","2","4","3","2","2","4","2","2","2","193"
"Ngajarnya seenaknya sendiri, kami butuh dibimbing agar lebih baik bukan untuk dimarahi terus menerus !! :@","5016","132","252","20122","1","1","1","1","0","1","0","0","1","0","193"
"TP boleh, tapi materi dikelas jangan terlalu menekan. Udah ada TP, tugas kelas bukannya dikurangi malah ditambah.","5017","132","252","20122","3","3","2","2","3","2","3","2","3","3","193"
"Terimakasih atas motivasi yang selalu bapak berikan disetiap pertemuan","5018","132","252","20122","4","4","4","4","4","3","4","4","4","4","193"
"Mengajarnya jangan marah-marah","5019","132","252","20122","3","4","4","4","4","4","4","4","4","4","193"
"Ketemu dosen alpro rasanya seperti ketemu momoks, setiap kali dipelototin NGERIII Buanget","5020","132","252","20122","3","3","3","3","4","3","3","3","3","1","193"
"Dosen kontroversi !!!","5023","132","252","20122","4","3","1","3","3","2","3","1","1","2","193"
"Cara mengajarnya bapak sangat bagus karena dapat memotivasi untuk kedepannya. Lanjutkan pak. Good luck !!!","5024","132","252","20122","4","4","4","4","4","4","4","4","4","4","193"
"Saya Cuma minta bapak tidak melotot, diluar itu semua saya suka. Terima kasih atas pengajarannya","5025","132","252","20122","4","4","4","4","4","4","4","4","4","4","193"
"cara mengajar bapak sangat bagus menurut saya, karena ini semua menjadi proses bagi kami untuk menjadi JUARA","5028","132","252","20122","4","4","4","4","4","4","4","4","4","4","193"
"Kasih contoh yang detail !! Tugas dikurangi !! TP dibubarkan !!","5033","132","252","20122","4","3","3","3","3","3","3","3","3","3","193"
"Lebih diperbanyak contoh soal supaya mahasiswa lebih paham dan dimanualkan secara langsung","5034","132","252","20122","3","4","4","3","4","4","4","3","4","3","193"
"Terimakasih","5035","132","252","20122","3","3","3","3","3","3","3","3","3","3","193"
"Saya mulai suka dengan cara mengajar bapak","5036","132","252","20122","4","2","3","4","4","3","4","3","4","3","193"
"LANJUTKAN BAPAK KALO BISA TINGKATKAN CARA MENGAJARNYA","5037","132","252","20122","4","2","3","1","4","4","4","3","4","4","193"
"Next aja pak","5039","116","330","20122","4","2","4","4","4","4","4","4","4","4","193"
"over all. kompor gas aja pak","5041","116","330","20122","3","3","3","3","3","3","3","3","3","3","193"
"Lanjutkan pak","5043","116","330","20122","3","3","3","4","3","2","3","3","3","3","193"
