"answer","id_nilai","pegawai_id_pegawai","ampu_id_ampu","semester_id_semester","quest_1","quest_2","quest_3","quest_4","quest_5","quest_6","quest_7","quest_8","quest_9","quest_10","author"
"Lanjut !!!","4009","190","122","20121","3","3","3","3","4","4","4","3","3","3","194"
"Semangat ya !!!","4014","190","122","20121","3","3","3","3","3","3","3","3","3","3","194"
"Ehm...","4015","190","122","20121","3","2","2","3","3","4","2","2","2","3","194"
"Terus ditingkatkan. Cara mengajarnya bagus.","4019","123","26","20121","4","4","4","4","4","3","4","4","4","4","198"
"Saya sudah nyaman dgn cara mengajar yang bpk gunakan. Tingkatkan!","4021","123","26","20121","4","4","4","4","4","3","3","3","4","4","198"
"Mempertahankan cara mengajarnya!","4026","123","26","20121","4","4","4","4","3","3","2","3","4","4","198"
"Saya berterimakasih karena selain mendapatkan teori kami juga mendapatkan saran/suport/nasehat utkmeningkatkan belajar.","4027","123","26","20121","4","4","4","4","4","1","4","4","3","3","198"
"Lebih menguasai kelas lagi pak.","4028","123","26","20121","4","3","4","4","3","3","4","4","3","3","198"
"Disiplin waktu!","4029","123","26","20121","4","4","4","4","4","2","3","3","3","3","198"
"Mantap!!","4031","123","26","20121","4","4","4","4","3","2","3","3","3","4","198"
"Lebih banyak memberi contoh!","4035","123","26","20121","4","4","3","3","3","3","3","3","3","3","198"
"Seorang dosen yang bisa membuat mahasiswa menjadi lebih baik!","4040","123","26","20121","3","3","3","4","4","4","2","3","3","2","198"
"Tingkatkan lagi !","4041","123","26","20121","2","3","2","3","3","3","4","4","3","4","198"
"Terus tingkatkan kualitas belajar, mengajar yang berkualitas dan dapat meningkatkan minat mahasiswa.","4042","123","26","20121","4","4","3","3","3","2","3","3","3","3","198"
"Tingkatkan cara mengajar agar mahasiswa bisa mengerti materi kuliah!","4043","123","26","20121","3","3","3","4","3","3","2","3","4","3","198"
"Kami gak bisa konsen jika cara mengajarnya terlalu serius. harapan kami ada canda tawanya juga, agar tidak terlalu bosan!","4044","123","26","20121","3","3","3","3","3","4","2","2","4","3","198"
"Semangat","4045","123","26","20121","4","3","3","3","3","3","3","3","3","2","198"
"Lanjutkan!","4048","133","59","20121","3","3","3","3","3","3","4","2","4","3","198"
"Lanjutkan!!","4053","133","59","20121","4","3","3","3","4","2","4","3","3","3","198"
"Sudah betul ...","4054","133","59","20121","3","3","3","3","3","3","3","3","3","3","198"
"Mahasiswa mohon diberi motivasi dan saran agar lebih semangat kuliah.","4065","186","115","20121","3","3","4","4","4","3","4","3","3","3","198"
"Ajari saya untuk berdisiplin","4066","186","115","20121","3","3","4","4","3","3","4","3","4","3","198"
"Jangan banyak kuliah kosong.","4077","116","94","20121","3","3","3","3","3","3","3","3","3","3","198"
"Tingkatkan","4078","116","94","20121","3","3","3","3","3","3","3","3","3","3","198"
"Bagus","4081","116","94","20121","3","3","3","4","3","2","2","3","3","3","198"
"Dosen yang baik, lanjutkan terus bu Denik!!","4086","172","146","20121","4","4","4","4","4","4","4","4","4","4","198"
"Meningkatkan cara dan proses belajar.","4087","172","146","20121","4","4","4","3","4","4","2","4","4","4","198"
"Cara mengajar enak tetapi kurang maksimal.","4088","172","146","20121","4","3","3","4","3","4","2","3","3","3","198"
"Pengajaran kurang di mengerti.","4089","172","146","20121","4","4","4","4","4","4","4","4","4","4","198"
"Sudah baik dalam mengajar mahasiswa, tegas dan bijaksana.","4090","172","146","20121","4","4","4","4","4","4","3","4","4","3","198"
"Sudah baik dalam mengajar, ketegarannya dipertahankan.","4091","172","146","20121","4","4","4","4","4","4","3","4","4","4","198"
"Mantap!!","4092","172","146","20121","4","4","4","4","4","4","3","4","3","4","198"
"Lebih Bail lagi dengan mahasiswa supaya dapat meningkatkan minat belajar.","4093","172","146","20121","4","4","4","3","4","4","4","4","3","4","198"
"Perkuliahan sudah cukup baik.","4094","172","146","20121","4","3","3","4","3","4","3","3","3","3","198"
"Metode belajar presensi sangat bagus, karena dapat melatih mahasiswa untuk berbicara didepan orang banyak.","4095","172","146","20121","4","4","4","4","4","4","3","3","4","4","198"
"Jangan terlambat terus.","4096","172","146","20121","4","4","4","4","4","4","2","3","3","4","198"
"Bu Denik jangan gala-galak.","4097","172","146","20121","4","4","3","3","3","3","4","2","3","3","198"
"Pembelajarannya sangat baik dan menyenangkan, tingkatkan ibu.","4098","172","146","20121","4","3","4","4","3","4","4","4","4","3","198"
"Bisa memperbaiki di semester depan","4099","172","146","20121","4","4","4","4","3","4","3","4","4","4","198"
"Kurang memanfaatkan waktu","4100","172","146","20121","4","4","3","4","4","4","2","3","3","4","198"
"Lebih baik menerima materi dan diadakan latihan ketimbang datang hanya absensi.","4101","172","146","20121","4","3","3","4","4","4","2","3","2","3","198"
"Contoh materi mungkin masih kurang.","4102","172","146","20121","4","2","3","3","3","4","3","3","3","3","198"
"Bagus, meningkatkan minat belajar!!","4103","172","146","20121","4","4","4","4","3","3","3","4","4","4","198"
"Lebih ramah lagi dengan mahasiswa biar lebih enak belajarnya dan kuliahnya.","4104","172","146","20121","4","4","4","4","4","4","4","4","4","4","198"
"Jangan sering telat.","4117","138","81","20121","4","3","3","4","3","3","2","3","3","2","196"
"Kalau tdk hadir jangan memberi tahu mendadak.","4118","138","81","20121","3","3","3","3","3","2","3","3","3","3","196"
"Dimohon lebih tepat waktu ya bu.","4123","138","81","20121","4","3","3","4","3","3","2","3","3","2","196"
"Lanjutkan bu, jadi kepingin belajar di Mesir..","4124","138","81","20121","3","3","4","4","3","3","3","4","3","3","196"
"Tolong tepat waktu.","4129","138","81","20121","4","4","3","3","3","3","1","2","3","3","196"
"Le4bih ditingkatkan kedatangannya.","4135","138","81","20121","3","3","3","4","3","3","3","3","3","3","196"
"Kalau kosong kasih informasi, jangan dadakan ya bu??","4136","138","81","20121","4","3","3","4","3","4","3","3","3","3","196"
"Yang jelas materinya. kasih nilai bagus ya.","4137","138","81","20121","3","3","2","2","1","2","2","3","2","1","196"
"Jangan telat lagi ya bu.","4140","138","81","20121","4","4","3","4","3","4","4","3","3","3","196"
"Jangan sering terlambat masuk bu..","4141","138","81","20121","3","3","3","4","4","3","3","3","3","3","196"
"Semangat !!!","4142","138","81","20121","3","3","3","3","3","3","3","3","3","3","196"
"Masuk kelasnya lebih tepat waktu bu..","4143","138","81","20121","3","3","3","4","3","3","3","3","3","3","196"
"OK !!!","4144","138","81","20121","3","3","3","3","3","3","3","3","3","3","196"
"Kalau njelasin pelan-pelan bu !","4153","120","21","20121","3","3","3","3","3","3","3","3","3","3","197"
"Selamat Hari Ibu","4154","120","21","20121","3","3","3","3","3","3","3","3","3","3","197"
"No comment","4155","120","21","20121","4","4","4","4","4","4","4","4","4","4","197"
"Lebih dimaksimalkan lagi dalam penyampaian materi agar menjadi lebih baik lagi","4156","120","21","20121","3","3","4","4","4","3","4","3","3","3","197"
"To the point...","4157","120","21","20121","3","4","3","3","3","4","3","3","3","2","197"
"- Senyum tolong agak dibanyakin - Tugasnya tolong agak dikurangin","4158","120","21","20121","3","3","3","3","3","2","2","3","2","2","197"
"Penjelasan untuk lebih ditingkatkan penguasaannya (terkadang masih membingungkan)","4159","120","21","20121","3","2","2","3","3","3","3","2","3","3","197"
"Setiap latihan tolong tunjuk saja yang maju kalo gak kasihan yang otaknya sedang keduluan sama yang pinter","4160","120","21","20121","3","3","4","4","4","2","2","3","3","3","197"
"I love you miss","4161","120","21","20121","4","3","3","4","4","3","3","3","4","4","197"
"No comment","4162","120","21","20121","3","3","3","4","3","1","4","3","3","3","197"
"Materi di blog dilengkapi !!!","4163","120","21","20121","4","4","4","4","4","3","3","3","4","4","197"
"Memberi batasan untuk yang sering maju kedepan sehingga memberi kesempatan gabi yang belum pernah","4164","120","21","20121","4","3","3","4","3","2","3","3","3","3","197"
"Semoga mengurangi dalam memberikan tugas, Amin !!!","4165","120","21","20121","3","3","3","4","3","1","4","2","3","3","197"
"Gak usah lebay deh, masa panggilan minta ""miss"" ?","4166","120","21","20121","3","3","3","3","3","3","3","3","3","3","197"
"Sekali-kali penyampaian materinya dalam bentuk prezi cort. ppt itu dah biasa bu","4167","120","21","20121","3","3","3","3","3","3","3","3","3","3","197"
"olong bu untuk kedepannya penyampaian materi lebih baik dalam bentuk PPT, karena dalam bentuk gambar/pdf, membuat bingung karena digeser-geser ! kengs","4168","120","21","20121","3","3","3","3","3","3","3","3","3","3","197"
"Kelas Miss Imana menyenangkan","4169","120","21","20121","4","4","4","4","4","4","4","4","4","4","197"
"Tingkatkan !!!","4170","120","21","20121","3","3","3","3","3","3","3","3","3","3","197"
